time_tick,acc_X_value,acc_Y_value,acc_Z_value,acc_X_value,acc_Y_value,acc_Z_value
10.930248,1.368036,2.843066,-9.398924,1.368036,2.843066,-9.398924
10.96365,1.458869,3.095065,-9.515945,1.458869,3.095065,-9.515945
10.99693,1.362649,3.086535,-9.57236,1.362649,3.086535,-9.57236
11.030254,1.59699,2.964726,-9.620246,1.59699,2.964726,-9.620246
11.063521,2.20439,2.935695,-9.929408,2.20439,2.935695,-9.929408
11.096799,-0.43606,-1.529052,-9.766297,-0.43606,-1.529052,-9.766297
11.130247,1.45004,1.736756,-11.390372,1.45004,1.736756,-11.390372
11.163458,5.176898,5.692717,-12.133349,5.176898,5.692717,-12.133349
11.196911,4.583713,9.724547,-11.405486,4.583713,9.724547,-11.405486
11.230323,10.071569,0.028582,-30.067308,10.071569,0.028582,-30.067308
11.263595,11.632644,0.632241,-17.89999,11.632644,0.632241,-17.89999
11.296916,8.173647,-5.400913,-3.684808,8.173647,-5.400913,-3.684808
11.330225,7.383233,-0.697486,-7.205757,7.383233,-0.697486,-7.205757
11.363593,7.325621,4.348923,-12.054188,7.325621,4.348923,-12.054188
11.396929,4.795757,6.842274,-10.59487,4.795757,6.842274,-10.59487
11.430261,-2.029158,6.986829,-7.636878,-2.029158,6.986829,-7.636878
11.463594,-0.231947,5.665183,-9.695516,-0.231947,5.665183,-9.695516
11.496952,3.096711,6.887466,-13.88477,3.096711,6.887466,-13.88477
11.530266,4.783486,13.769096,-14.420492,4.783486,13.769096,-14.420492
11.563589,3.121702,26.853576,-12.859567,3.121702,26.853576,-12.859567
11.596882,1.50047,27.714772,-2.073902,1.50047,27.714772,-2.073902
11.630226,-5.014535,27.387054,18.192542,-5.014535,27.387054,18.192542
11.663594,-9.062377,3.152378,-2.4935,-9.062377,3.152378,-2.4935
11.696953,19.176594,14.226256,-29.935473,19.176594,14.226256,-29.935473
11.730259,-3.123497,5.116741,-11.134333,-3.123497,5.116741,-11.134333
11.763578,2.329492,4.104257,-10.332696,2.329492,4.104257,-10.332696
11.796901,1.347086,3.238722,-9.100087,1.347086,3.238722,-9.100087
11.830266,1.361302,2.839924,-9.408501,1.361302,2.839924,-9.408501
11.863595,1.587562,2.827055,-9.571761,1.587562,2.827055,-9.571761
11.89687,2.280559,2.989716,-11.995079,2.280559,2.989716,-11.995079
11.930251,1.170956,2.731882,-9.293725,1.170956,2.731882,-9.293725
11.9636,1.327034,2.672473,-9.221896,1.327034,2.672473,-9.221896
11.996894,1.678844,2.917439,-10.14235,1.678844,2.917439,-10.14235
12.030282,1.350827,2.8498,-9.272476,1.350827,2.8498,-9.272476
12.063617,1.335414,2.819572,-9.267088,1.335414,2.819572,-9.267088
12.097269,1.517978,2.846358,-9.814183,1.517978,2.846358,-9.814183
12.129302,1.365642,2.925071,-9.292378,1.365642,2.925071,-9.292378
12.163468,1.467399,2.835285,-9.221896,1.467399,2.835285,-9.221896
12.197098,1.463658,2.999892,-9.478534,1.463658,2.999892,-9.478534
12.230286,1.425648,3.03835,-9.53899,1.425648,3.03835,-9.53899
12.263616,1.510795,3.125143,-9.783656,1.510795,3.125143,-9.783656
12.296965,1.837017,3.078006,-9.895289,1.837017,3.078006,-9.895289
12.330294,0.169845,-0.903245,-8.80963,0.169845,-0.903245,-8.80963
