time_tick,acc_X_value,acc_Y_value,acc_Z_value,acc_A_value,acc_B_value,acc_C_value
2.791458,0.287763,4.787527,-10.565391,0.057912,3.942194,-8.929494
2.824751,-0.361837,2.906066,-4.871776,0.189598,3.933215,-8.978876
2.857344,0.114626,2.698511,-7.360039,0.010325,4.04036,-9.085721
2.891385,-0.123007,7.211144,-8.108403,-0.203963,4.006989,-8.923059
2.924843,-2.203792,8.629011,-10.651136,-0.087541,3.924237,-9.04412
2.958139,-3.732694,7.398946,-3.43266,0.03337,4.3166,-9.216958
2.991469,-2.089464,16.149317,6.118601,-0.03352,4.106053,-9.118493
3.02477,-2.488113,5.079031,-33.723534,0.358096,4.401149,-9.403712
3.058047,1.059921,-1.860211,-11.567101,0.658728,3.841484,-9.918185
3.09145,-0.1465,3.10973,-7.258281,-1.793171,6.324958,-10.484883
3.125478,-0.068088,3.635426,-9.670675,0.042798,4.299392,-12.565818
3.158137,1.328231,3.161058,-8.708471,-3.985141,0.778592,-19.24947
3.191472,0.300483,3.652036,-9.720058,-5.21356,-13.337825,-16.814031
3.224787,0.383834,3.49551,-9.41733,-1.509598,-10.349456,-13.872649
3.258137,-0.009128,3.04688,-8.995486,-2.645687,0.999316,-11.830173
3.291471,0.052824,3.117512,-9.169521,-3.090127,4.961562,-10.241264
3.324789,0.889777,3.627644,-9.319613,-0.996472,7.024988,-12.106563
3.358135,0.415259,3.05945,-8.885649,-3.427572,5.77951,-8.024154
3.391469,0.780388,3.626746,-9.187179,-0.00404,6.440632,-2.702701
3.424772,0.324875,3.828166,-9.430648,2.901427,8.277051,-4.557226
3.45814,0.654089,3.7927,-9.225188,3.301722,20.34351,-10.68286
3.491462,0.644811,3.685406,-9.24973,2.609324,12.898773,7.848174
3.524804,0.808222,3.529329,-9.397427,8.530546,36.035967,-12.052692
3.558136,0.432318,3.976163,-9.591814,7.736391,-8.751419,-10.856147
3.591471,1.426845,3.670741,-9.445164,-1.742891,8.079372,-13.499889
3.624804,0.717388,2.826306,-8.632303,1.460665,2.944674,-8.491938
3.658135,1.232459,1.431634,-11.237587,-0.312903,3.740026,-8.360851
3.691468,-0.268759,3.693936,-12.15804,-0.153833,4.206613,-8.825193
3.724803,0.046689,3.202509,-14.095318,0.132434,4.16606,-8.986658
3.758146,-0.196332,1.374321,-13.24385,0.276989,3.838791,-9.332782
3.791469,0.710954,0.968489,-9.639699,-0.408376,4.037816,-8.657892
3.824806,-0.341485,1.207319,-9.537792,0.323528,3.648295,-8.882057
3.858155,-0.790414,2.391444,-9.118194,0.082453,3.870814,-8.962864
3.891474,0.20531,4.843643,-10.028621,-0.051627,3.890417,-8.879962
3.924716,0.005238,5.369189,-8.13893,-0.174334,3.779981,-8.913931
3.958145,-1.139082,5.10058,-6.669137,0.430822,3.882037,-9.141388
3.991385,-1.73496,6.405766,-8.034031,0.017059,3.930522,-9.065519
4.024714,-1.344991,8.771621,-13.35698,0.289709,4.014471,-8.975584
4.058046,-0.425884,3.259972,-5.006754,0.266215,3.930222,-8.85153
4.091386,0.07542,2.875838,-7.016608,0.614284,4.094081,-8.878615
4.124717,-1.13564,7.243168,-13.186536,0.274894,4.038115,-8.884002
4.158052,-1.637842,1.491491,-7.86224,-0.058061,3.917203,-8.925902
4.191422,-0.788768,2.410748,-9.500082,-0.114626,3.977061,-9.004465
4.224722,-1.6974,0.95128,-8.862155,0.483197,4.12835,-8.940867
4.25805,-0.519111,2.654666,-7.461347,0.531532,4.26213,-8.99414
4.291381,-0.751657,2.197058,-5.496685,0.166104,4.488839,-9.279509
4.324718,-0.005836,2.401021,-3.612381,0.378148,4.268715,-9.349392
4.358034,-1.714459,4.690558,-9.068512,-1.342597,4.45921,-10.187692
4.391398,4.560369,33.957127,32.351009,-1.191457,3.83909,-10.38971
4.42472,3.731646,7.837699,-44.787086,0.623413,3.467227,-8.376264
4.458049,-0.885886,-5.709327,-0.17194,-1.771324,5.924963,-9.104875
4.491438,0.802236,-2.160695,-16.314373,-4.418507,7.015261,-12.769332
4.524701,0.339241,2.148573,-3.375496,-4.597331,0.998567,-14.640168
4.558049,-0.009128,6.598506,-10.763518,-7.772904,-11.241477,-12.461965
4.59138,1.273013,3.165397,-7.772455,-2.332634,-2.885266,-14.495763
4.62472,0.430223,3.412009,-8.42804,-1.336611,-1.157189,-7.584503
4.658048,0.365278,3.908973,-9.537344,-0.674441,5.168518,-12.481569
4.691368,0.863589,3.605048,-9.047562,-1.082068,4.790071,-10.859439
4.724715,0.558767,3.712043,-9.123282,-2.583286,6.816536,-10.04194
4.758057,0.324725,3.757235,-9.351786,1.681987,7.012119,-9.460726
4.791383,-0.101159,3.586493,-9.130315,3.950424,8.95613,-11.514426
4.82472,0.564603,3.243212,-9.00671,0.119116,10.847318,-3.351852
4.85805,0.626256,3.935909,-9.272924,2.467014,8.72598,-0.992582
4.891388,0.734597,3.957607,-9.397427,7.694341,24.904178,-15.964658
4.924714,-0.069734,4.015369,-9.840071,5.279104,15.002454,-1.157339
4.958047,2.180298,3.816643,-8.748127,12.499975,20.89255,2.808648
4.991373,-0.045791,3.479498,-9.284597,-5.972549,-3.309204,-7.981955
5.024703,1.834473,4.525801,-8.743787,-1.996387,7.717236,-9.947814
5.058032,0.529287,3.489524,-9.474643,3.4367,4.822992,-8.419511
5.091144,0.657531,3.031168,-12.273565,0.062251,3.663708,-8.864699
5.124685,-1.166167,0.985848,-12.283292,0.145902,4.766876,-9.655711
5.158046,-3.547286,4.011179,-12.026654,0.156676,3.708601,-8.540871
5.191387,-0.716939,-0.332207,-10.605794,-0.87586,4.201675,-8.758452
5.224717,2.630424,1.708623,-10.620759,-0.521805,4.179228,-8.402601
5.258094,1.535636,0.278486,-8.452582,-0.11717,4.674247,-8.556733
5.291382,0.385181,2.282504,-10.136963,0.249305,4.130594,-8.929644
5.32471,-0.647954,3.442835,-10.600706,-0.121809,4.104706,-8.796162
5.357307,-1.37447,3.37804,-9.272775,-0.766621,4.432723,-8.752466
5.391369,-0.545149,3.47875,-8.853326,-0.211894,4.335306,-8.580227
5.424714,-0.388024,4.725575,-12.93364,-0.15488,4.623518,-8.599831
5.458053,-0.158173,3.325366,-8.26044,1.193103,4.246268,-9.160543
5.491364,-0.126299,2.291333,-8.457071,-0.045342,4.492431,-8.808133
5.524716,-1.326734,1.196246,-7.623859,-0.062401,4.708216,-8.501216
5.558044,-1.432532,4.350569,-16.053845,-0.905639,4.497818,-8.594144
5.59136,-0.589444,4.646264,-6.103337,0.496964,4.661827,-8.73421
5.624715,0.498461,5.006754,-6.311042,0.254692,4.423296,-8.923957
5.657985,-1.481465,5.75856,-6.032556,-0.161315,4.397857,-9.07779
5.691157,-1.033733,9.507265,-9.32081,0.257236,4.64372,-9.430349
5.724715,0.263072,15.019064,8.839409,0.486938,4.441852,-9.398176
5.758053,-0.939608,6.923979,-16.810589,-0.698384,4.61005,-9.029306
5.791382,1.450938,2.911004,-17.169583,-0.059109,4.414467,-9.357173
5.824713,1.829684,3.723266,-26.263235,0.486938,7.520306,-10.403178
5.858053,0.283723,-1.754264,-9.442171,-1.633951,5.497134,-9.606179
5.891618,1.043011,4.99553,-10.6661,-5.025459,5.277308,-15.575436
5.924706,1.184723,4.469685,-10.417094,-6.299369,-1.283787,-12.834127
5.958048,1.018021,3.39914,-8.893879,-2.584483,-2.083628,-11.965001
5.991357,0.219676,3.286009,-8.918271,-5.575247,-5.669073,-11.615286
6.024708,1.069797,3.532172,-8.959273,-6.003076,-6.573066,-11.901702
