time_tick,acc_X_value,acc_Y_value,acc_Z_value,acc_X_value,acc_Y_value,acc_Z_value
8.789592,1.373423,3.025631,-9.491403,8.936527,41.919479,-13.781218
8.823805,1.456026,3.014258,-9.439028,-0.471226,-4.279639,-8.653702
8.857138,1.270768,2.875539,-9.568469,-0.618325,4.753259,-9.896038
8.890513,0.354803,1.735559,-9.861919,-1.074137,3.320427,-9.040379
8.923821,1.774915,4.281434,-10.192181,-1.055432,3.383876,-9.038584
8.957145,3.856149,5.390887,-10.015004,-0.99737,3.227349,-9.105773
8.990507,1.252212,2.956496,-12.373676,-0.835606,3.330753,-9.135403
9.023794,3.08459,2.294326,-15.654448,-0.817799,3.357389,-9.165481
9.057138,3.307109,-1.037774,-7.780236,-0.8591,3.324168,-9.201994
9.090494,3.912265,-0.057912,-7.852214,-0.928534,3.442835,-9.073151
9.123811,4.280985,1.070097,-7.9839,-0.956518,3.383128,-9.093652
9.157163,3.485484,2.226687,-8.808882,-1.044807,3.324318,-9.149768
9.190525,1.777459,2.726345,-8.934432,-1.002308,3.384175,-8.992344
9.223792,0.617876,3.882486,-9.598248,-0.962204,3.289152,-9.183737
9.257188,0.624909,5.01259,-11.019557,-1.096883,3.440142,-8.990997
9.290453,1.015327,4.428384,-10.046579,-0.904891,3.524241,-9.122234
9.323805,2.306896,4.22442,-10.163899,-1.034631,3.410213,-8.980971
9.357138,2.404164,3.427422,-8.740794,-0.889478,3.630039,-9.043821
9.390453,2.007011,2.590768,-7.563254,-0.89262,3.494612,-9.120139
9.423833,2.209478,3.611633,-10.902087,-0.848625,3.427572,-9.126723
9.457131,1.660588,5.791631,-14.133028,-1.038223,3.385073,-8.988453
9.490455,0.502351,4.803838,-9.300159,-0.882744,3.438496,-9.171616
9.523829,0.302877,4.004445,-5.92601,-0.855359,3.44104,-9.213367
9.557144,0.252448,4.777201,-6.700862,-0.818697,3.461092,-9.275468
9.590469,-2.087669,12.012588,-7.866879,-0.826029,3.510773,-9.426009
9.623848,-2.498289,15.116182,4.947944,-0.618175,3.674183,-9.583883
9.657143,2.247038,9.514598,-11.666763,-0.834858,3.809161,-9.97894
9.690926,-3.998759,29.218833,-10.864377,-1.14402,3.71728,-10.702613
9.723807,1.732865,4.952134,-11.206012,-5.190216,0.985698,-12.445654
9.757139,1.602227,3.879194,-10.041191,-1.220638,7.000447,-14.994523
9.790583,1.245329,3.692889,-9.819421,1.054534,2.446513,-13.029411
9.823789,1.245478,3.454058,-9.116099,-1.372974,5.977637,-12.75751
9.857137,1.092094,3.155371,-9.113405,-6.341569,18.006685,-23.166075
9.890449,1.136837,3.278527,-9.231174,-13.547924,-1.451387,-11.653145
9.923798,1.185471,3.314142,-9.272476,-1.948351,-1.918572,-6.052758
9.957124,1.207619,3.305313,-9.212469,0.822737,-0.316944,-7.018853
9.990481,1.186818,3.226751,-9.228929,0.344628,2.147227,-8.554788
10.023808,1.227072,3.278677,-9.264993,-1.949997,3.372054,-9.372886
10.057172,1.227222,3.286309,-9.27891,-1.644127,4.918614,-12.929899
10.090521,1.167065,3.229145,-9.175507,-2.811192,5.385201,-14.571632
10.123836,1.297704,3.230043,-9.458182,-7.764224,6.001879,-14.729355
10.157159,1.419962,3.348261,-9.552757,4.095279,26.211309,-0.814806
10.190483,1.411732,3.350805,-9.513251,13.447963,47.398057,5.831436
10.22381,1.349929,2.979092,-9.75672,2.142139,-1.071593,-12.56911
10.257221,1.862606,3.530676,-9.984177,-0.031275,4.154986,-10.439691
10.290015,0.821839,4.100217,-9.745198,-1.341848,3.540103,-8.883853
10.323826,2.720658,5.484564,-11.017761,-0.639424,3.796292,-9.015688
10.356251,2.281007,4.336802,-10.694233,-0.75869,3.431462,-9.164882
10.390476,1.455727,2.031403,-16.105621,-0.869725,3.400486,-9.204837
10.423831,4.819401,0.190196,-11.422695,-0.856856,3.497904,-9.074498
10.457125,4.696394,-0.858801,-7.152484,-0.942302,3.453011,-9.054146
10.490471,5.39388,0.555624,-8.732115,-0.731155,3.60834,-9.108168
10.523831,3.688399,2.33428,-9.541683,-0.836504,3.599362,-9.075695
10.557131,0.851019,2.540937,-7.754647,-0.904891,3.597416,-9.048011
10.590532,0.020651,5.278805,-12.4473,-0.7545,3.737183,-9.080334
10.623811,-0.265467,4.993435,-9.992557,-0.765424,3.790905,-9.077491
10.65715,-0.36064,4.267667,-8.954784,-0.811364,3.649492,-8.986358
10.690512,1.363547,4.623219,-10.083091,-1.184723,3.706057,-8.747079
10.723804,2.346252,4.336054,-10.617466,-1.149707,3.863931,-8.718048
10.757137,1.447646,3.735088,-9.046515,-0.732652,3.824574,-8.974686
10.790522,0.274744,2.998845,-8.274656,-0.661422,3.822928,-9.051154
10.823825,-0.15488,3.480845,-9.434389,-0.67893,3.769207,-9.085422
10.857137,0.194835,4.321389,-9.744749,-0.576425,3.826969,-9.110562
10.890461,1.630958,8.554788,-7.804478,-0.53228,3.867672,-9.116847
10.923811,-1.905104,12.037728,-5.064516,-0.847877,3.814548,-9.226685
10.957137,-1.318953,16.741604,2.801017,-0.432618,3.908374,-9.443368
10.990477,3.119756,19.376966,-5.869894,-0.273248,4.089293,-9.65601
11.023807,0.198726,0.327269,-8.410532,-1.484458,3.748257,-10.289748
11.057163,1.534439,3.364871,-9.206483,-3.231539,2.331736,-11.085101
11.09047,1.35382,3.294389,-9.638353,-1.855273,5.659197,-13.496148
11.123804,1.272414,3.026379,-9.537194,1.465753,2.312283,-11.815059
11.157133,1.183676,3.010666,-9.423016,-2.165633,3.83071,-12.009894
